apk,category,violation_type,is_violation,config1,config2,aql_timer,ast_changes,bad_aql_runs_binary,bad_aql_runs_hdd,bad_compile_runs_binary,bad_compile_runs_hdd,binary_timer,compile_timer,end_line_count,good_aql_runs_binary,good_aql_runs_hdd,good_compile_runs_binary,good_compile_runs_hdd,hdd_timer,jdeps_timer,method_timer,program_timer,rejected_changes,setup_timer,start_line_count,time_bad_aql_runs_binary,time_bad_aql_runs_hdd,time_bad_compile_runs_binary,time_bad_compile_runs_hdd,time_good_aql_runs_binary,time_good_aql_runs_hdd,time_good_compile_runs_binary,time_good_compile_runs_hdd,total_rotations
NativeIDFunction,Native,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,2ad899a874034fecfd0f757a7d70db3e,0,59,0,13,0,40,86,0,28,1,5,1,18,2200,4,0,2347,99,60,36,0,147,0,1409,14,67,43,574,3
StringToOutputStream1,GeneralJava,TRUE,TRUE,02675cd9b1d17506e0f0691c7dc5a3a9,c167cc6905f08070a40daaa496572761,0,20,0,3,0,16,33,0,17,0,1,0,4,891,5,0,952,43,26,19,0,44,0,725,0,14,0,106,2
RegisterGlobal1,Callbacks,TRUE,TRUE,dca34143f9ffc3a5317b7c3ac7df1fce,b3d8c0cae3a61abd4f375bf8ea78721c,0,59,1,10,0,43,79,0,50,0,5,1,15,2131,5,0,2232,97,21,97,12,130,0,1402,0,78,28,518,2
Obfuscation1,AndroidSpecific,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,17,2,5,0,9,525,0,28,1,0,3,5,1183,5,0,1994,20,285,28,29,78,0,829,15,0,414,274,1
AsynchronousEventOrdering1,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,14,0,3,0,7,21,0,14,0,4,0,7,510,5,0,559,20,27,24,0,37,0,170,0,61,0,240,2
LocationLeak1,Callbacks,TRUE,TRUE,8591a3f81e4c6bf2034e389c3aacaff4,1ef9d1d10bc982ab49d3b8eaf4409c05,0,44,0,19,0,22,107,0,40,1,2,1,21,4065,5,0,4253,69,78,43,0,286,0,2056,17,35,32,1686,2
Looper1,Threading,TRUE,TRUE,5cee3ef47fb0bd87bbced50593579b6d,10b650ed7579d7e98a3f384e8d1f25bc,0,52,2,26,0,24,147,0,74,0,0,2,26,2158,4,0,2373,81,66,74,27,411,0,764,0,0,57,980,1
Button2,Callbacks,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,42c84347476d849c5186279326650631,0,23,1,10,0,12,147,0,40,0,0,1,10,2212,4,0,2421,34,60,40,17,173,0,1181,0,0,81,857,1
Exceptions3,GeneralJava,FALSE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,7baaab9e231dd6adfa7d2d5ed04ed0e8,0,18,0,14,0,4,28,0,23,0,0,0,14,870,5,0,935,29,36,23,0,177,0,53,0,0,0,637,1
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,36,0,12,0,24,139,0,71,0,0,0,12,3634,4,0,3868,60,94,71,0,212,0,2154,0,0,0,1265,1
ActivityEventSequence1,Lifecycle,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,21,0,4,0,13,16,0,17,0,4,0,8,943,4,0,982,32,21,29,0,50,0,519,0,60,0,311,2
StringToCharArray1,GeneralJava,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,15,0,5,0,10,22,0,18,0,0,0,5,526,4,0,573,32,23,18,0,64,0,326,0,0,0,135,1
ApplicationModeling1,AndroidSpecific,TRUE,TRUE,ee31c01ef51444b6c1bd417af9934d84,9e71d1dbb7f99254dd5f81811f612f41,0,20,2,5,0,7,243,0,27,2,4,4,9,707,5,0,979,25,27,32,24,63,0,232,33,60,155,349,2
UnreachableBoth,UnreachableCode,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,22,0,6,0,13,73,0,22,0,3,0,9,1180,4,0,1278,34,24,25,0,68,0,829,0,38,0,242,2
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,36,0,13,0,23,69,0,71,0,0,0,13,3007,5,0,3144,60,65,71,0,226,0,1677,0,0,0,1101,1
StringFormatter1,GeneralJava,TRUE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,61394065e0e2ead6a5687d92ad360828,0,24,0,5,0,17,41,0,16,0,2,0,7,815,4,0,975,45,117,19,0,60,0,515,0,27,0,211,2
FactoryMethods1,GeneralJava,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,19,0,4,0,13,33,0,17,0,2,0,6,775,4,0,875,35,66,20,0,54,0,490,0,31,0,199,2
ContentProvider1,EmulatorDetection,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,38,1,0,0,30,1126,0,75,2,5,3,5,8073,5,0,9507,60,307,90,20,0,0,6946,41,95,818,1029,1
ServiceLifecycle2,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,26,0,6,0,18,59,0,24,1,1,1,7,1003,4,0,1143,39,79,33,0,73,0,652,14,13,25,262,2
Obfuscation1,AndroidSpecific,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,16,2,4,0,10,336,0,28,0,0,2,4,948,4,0,1347,20,62,28,31,64,0,701,0,0,259,182,1
Looper1,Threading,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,57,1,17,0,26,125,0,34,2,11,3,28,2337,4,0,2486,94,22,74,11,200,0,955,28,154,66,1025,4
VirtualDispatch1,GeneralJava,FALSE,TRUE,e5613aad75bc3bad53f848ba14482c54,de67f959377c84f91410206a10b57495,0,39,3,17,0,19,273,0,50,0,0,3,17,1383,4,0,1699,57,42,50,38,224,0,516,0,0,173,641,1
Clone1,GeneralJava,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,7baaab9e231dd6adfa7d2d5ed04ed0e8,0,18,0,3,0,14,20,0,16,0,1,0,4,604,4,0,678,37,52,18,0,35,0,393,0,15,0,159,2
OnlyIntent,Reflection-ICC,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,23,2,8,0,8,114,0,95,0,5,2,13,8135,4,0,8318,43,68,100,27,7303,0,303,0,79,66,448,1
PublicAPIField2,AndroidSpecific,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,17,0,3,0,12,53,0,15,0,2,0,5,516,5,0,648,31,77,17,0,37,0,291,0,27,0,160,2
Button5,Callbacks,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,16,0,7,0,8,55,0,20,0,1,0,8,1603,6,0,1745,21,86,21,0,111,0,766,0,17,0,707,2
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,36,0,13,0,23,64,0,71,0,0,0,13,2989,4,0,3129,60,75,71,0,215,0,1766,0,0,0,1005,1
MultidimensionalArray1,ArraysAndLists,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,18,0,3,0,14,59,0,15,0,1,0,4,831,5,0,909,37,18,17,0,34,0,638,0,13,0,143,2
RegisterGlobal1,Callbacks,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,59,1,9,0,44,58,0,50,0,5,1,14,1967,4,0,2074,97,47,97,11,108,0,1384,0,74,22,398,2
ActivityCommunication7,InterComponentCommunication,TRUE,TRUE,5cee3ef47fb0bd87bbced50593579b6d,10b650ed7579d7e98a3f384e8d1f25bc,0,30,2,12,0,16,133,0,49,0,0,2,12,1027,4,0,1198,50,36,49,28,184,0,468,0,0,51,373,1
Reflection1,Reflection,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,26,2,1,0,15,259,0,28,2,6,4,7,879,4,0,1185,29,46,41,19,11,0,587,26,81,169,198,2
ArrayToString1,ArraysAndLists,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,18,0,3,0,14,21,0,16,0,1,0,4,619,4,0,677,37,36,18,0,26,0,399,0,13,0,179,2
StringPatternMatching1,GeneralJava,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,19,0,0,0,17,70,0,19,0,2,0,2,1084,4,0,1174,29,19,21,0,0,0,1009,0,26,0,47,2
InheritedObjects1,FieldAndObjectSensitivity,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,40,3,2,1,31,257,0,40,0,3,3,5,1024,4,0,1323,59,40,44,28,17,43,821,0,38,139,146,2
Exceptions6,GeneralJava,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,18,0,2,0,14,67,0,21,0,2,0,4,878,5,0,1098,24,151,25,0,22,0,733,0,30,0,90,2
StaticInitialization3,GeneralJava,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,ca56131a7c713fed2a7fb88ee3d7603c,0,30,0,15,0,12,139,0,19,1,2,1,17,1383,5,0,1630,44,107,23,0,187,0,482,16,32,14,680,3
PI1,EmulatorDetection,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,117,0,20,0,76,16,0,39,0,21,0,41,4210,5,0,4252,268,24,90,0,222,0,2461,0,282,0,1241,3
AnonymousClass1,Callbacks,TRUE,TRUE,607ec35eb44d00467d94df062d65907a,c35ed0b7f9c3d443ecacff168d0a98c6,0,27,1,13,0,10,225,0,38,0,3,1,16,1917,5,0,2264,46,121,42,17,202,0,517,0,53,137,1143,2
LocationLeak3,Callbacks,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,53,3,18,0,31,412,0,52,0,1,3,19,4779,5,0,5274,79,81,53,46,280,0,3036,0,16,212,1445,2
Exceptions2,GeneralJava,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,19,0,4,0,13,27,0,19,0,2,0,6,808,4,0,962,27,125,23,0,51,0,507,0,27,0,221,2
StringToCharArray1,GeneralJava,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,15,0,4,0,11,58,0,18,0,0,0,4,677,4,0,787,32,51,18,0,46,0,526,0,0,0,104,1
Button5,Callbacks,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,10,0,3,0,7,105,0,21,0,0,0,3,805,4,0,975,13,63,21,0,44,0,546,0,0,0,215,1
Button3,Callbacks,TRUE,TRUE,4927839d0bfc64be8099aac544fbadfd,c35ed0b7f9c3d443ecacff168d0a98c6,0,49,0,15,0,31,56,0,50,1,2,1,17,1994,5,0,2102,72,51,57,0,208,0,1235,14,33,18,515,2
FieldSensitivity3,FieldAndObjectSensitivity,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,56,1,5,0,42,127,0,25,2,6,3,11,2251,4,0,2412,86,33,35,10,61,0,1611,31,84,56,492,3
StringToCharArray1,GeneralJava,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,15,0,3,0,12,82,0,18,0,0,0,3,893,4,0,1013,32,37,18,0,36,0,767,0,0,0,88,1
InheritedObjects1,FieldAndObjectSensitivity,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,57,3,2,0,46,223,0,39,2,4,5,6,2143,5,0,2413,81,46,44,27,21,0,1902,25,54,129,164,3
AnonymousClass1,Callbacks,TRUE,TRUE,dca34143f9ffc3a5317b7c3ac7df1fce,b3d8c0cae3a61abd4f375bf8ea78721c,0,33,0,9,0,19,155,0,37,1,4,1,13,3110,4,0,3351,60,85,42,0,129,0,1854,16,68,78,1058,3
Loop2,GeneralJava,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,16,0,2,0,13,25,0,17,0,1,0,3,772,4,0,826,31,27,19,0,24,0,626,0,14,0,107,2
ActivityEventSequence2,Lifecycle,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,34,0,18,0,16,102,0,45,0,0,0,18,3482,4,0,3675,58,89,45,0,314,0,1476,0,0,0,1690,1
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,42c84347476d849c5186279326650631,0,18,1,0,0,12,150,0,22,2,3,3,3,985,4,0,1215,18,79,29,11,0,0,736,28,45,84,203,2
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,de67f959377c84f91410206a10b57495,22562e10e3112e5c53f176bb1d80413c,0,72,0,23,0,48,60,0,70,0,1,0,24,6025,5,0,6253,116,166,71,0,385,0,3527,0,15,0,2095,2
Button2,Callbacks,FALSE,TRUE,c167cc6905f08070a40daaa496572761,95682e3ba9ce7d830b6f14564a4124f8,0,30,1,13,0,16,171,0,40,0,0,1,13,2362,4,0,2584,49,50,40,17,198,0,1198,0,0,95,963,1
Exceptions1,GeneralJava,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,15,0,1,0,13,27,0,19,0,1,0,2,874,4,0,951,20,48,21,0,12,0,804,0,15,0,42,2
BroadcastReceiverLifecycle3,Lifecycle,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,35,0,8,0,20,87,0,24,1,6,1,14,1727,5,0,1836,56,21,36,0,95,0,1019,13,74,39,537,2
StringToOutputStream1,GeneralJava,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,15,0,0,0,15,123,0,19,0,0,0,0,916,5,0,1107,32,66,19,0,0,0,916,0,0,0,0,1
Library2,AndroidSpecific,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,13,0,1,0,12,95,0,21,0,0,0,1,843,4,0,1072,21,133,21,0,13,0,793,0,0,0,35,1
StringFormatter1,GeneralJava,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,7baaab9e231dd6adfa7d2d5ed04ed0e8,0,24,0,1,0,21,24,0,16,0,2,0,3,1390,5,0,1438,45,22,19,0,11,0,1246,0,30,0,100,2
Button3,Callbacks,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,1ef9d1d10bc982ab49d3b8eaf4409c05,0,33,0,7,0,25,131,0,57,1,0,1,7,1569,5,0,1746,48,45,57,0,104,0,1272,16,0,91,191,1
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,e05bc9f4bf5f85b086a9deeeacc1e9f2,c35ed0b7f9c3d443ecacff168d0a98c6,0,57,0,9,0,42,62,0,24,0,6,0,15,4720,3,0,4930,92,146,71,0,128,0,3183,0,99,0,1306,3
ArrayCopy1,ArraysAndLists,TRUE,TRUE,ee31c01ef51444b6c1bd417af9934d84,455b5a41fee3f4d1e256727f07d3f3f7,0,20,0,0,0,19,32,0,16,0,1,0,1,1195,5,0,1244,43,16,18,0,0,0,1156,0,14,0,23,2
ArrayAccess2,ArraysAndLists,FALSE,TRUE,e5613aad75bc3bad53f848ba14482c54,ca56131a7c713fed2a7fb88ee3d7603c,0,27,0,9,0,18,19,0,26,0,0,0,9,1558,4,0,1609,54,31,26,0,115,0,1169,0,0,0,273,1
ActivityLifecycle1,Lifecycle,TRUE,TRUE,02675cd9b1d17506e0f0691c7dc5a3a9,c167cc6905f08070a40daaa496572761,0,35,0,4,0,29,93,0,30,0,2,0,6,2699,4,0,2860,55,67,33,0,53,0,2162,0,36,0,445,2
RegisterGlobal1,Callbacks,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,62,1,6,0,50,59,0,51,0,5,1,11,2812,4,0,2965,102,92,97,11,71,0,2235,0,76,28,427,2
ServiceEventSequence1,Lifecycle,TRUE,TRUE,c167cc6905f08070a40daaa496572761,95682e3ba9ce7d830b6f14564a4124f8,0,50,2,16,0,32,108,0,67,0,0,2,16,2835,4,0,3006,82,62,67,27,230,0,2000,0,0,44,603,1
Parcel1,AndroidSpecific,TRUE,TRUE,c167cc6905f08070a40daaa496572761,95682e3ba9ce7d830b6f14564a4124f8,0,104,0,7,0,87,69,0,38,1,9,1,16,4672,5,0,4785,184,43,59,0,84,0,4064,15,136,28,385,3
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,36,0,2,0,34,76,0,71,0,0,0,2,2632,5,0,2823,60,113,71,0,32,0,2311,0,0,0,288,1
PrivateDataLeak1,AndroidSpecific,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,59,2,11,1,45,419,0,74,0,0,2,11,4554,4,0,5089,91,115,74,27,178,103,3464,0,0,237,910,1
SourceCodeSpecific1,GeneralJava,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,22562e10e3112e5c53f176bb1d80413c,0,27,0,0,0,27,27,0,31,0,0,0,0,1799,4,0,1891,55,64,31,0,0,0,1798,0,0,0,0,1
VirtualDispatch1,GeneralJava,FALSE,TRUE,29ea37dd3fee251e76d512636d738ba3,aa6415eedc031f1e31338f984e25d0cd,0,39,3,2,0,34,293,0,50,0,0,3,2,2273,5,0,2593,57,26,50,35,31,0,2122,0,0,194,118,1
Button3,Callbacks,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,33,0,1,0,31,90,0,57,1,0,1,1,1935,4,0,2063,48,36,57,0,12,0,1904,17,0,51,18,1
Button3,Callbacks,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,56,0,9,0,44,75,0,55,1,2,1,11,3201,4,0,3324,83,47,57,0,119,0,2714,14,31,33,334,2
Parcel1,AndroidSpecific,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,607ec35eb44d00467d94df062d65907a,0,82,0,2,0,71,133,0,49,1,8,1,10,4489,4,0,4677,147,53,59,0,24,0,4061,14,119,33,281,2
ActivityEventSequence2,Lifecycle,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,46,0,1,0,41,129,0,31,0,4,0,5,3539,4,0,3834,78,164,45,0,18,0,3139,0,68,0,312,2
Button3,Callbacks,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,68,0,13,0,53,54,0,56,1,1,1,14,3760,5,0,3835,98,20,57,0,173,0,2946,15,15,18,624,2
Parcel1,AndroidSpecific,TRUE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,61394065e0e2ead6a5687d92ad360828,0,100,0,2,0,87,56,0,37,1,10,1,12,4743,4,0,4873,176,73,59,0,25,0,4186,14,146,21,382,3
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,b66aee1973252432eb7be1150a139fe9,c167cc6905f08070a40daaa496572761,0,61,0,2,0,56,45,0,67,0,3,0,5,4621,4,0,4745,98,78,71,0,18,0,4259,0,48,0,293,2
RegisterGlobal1,Callbacks,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,2ad899a874034fecfd0f757a7d70db3e,0,63,1,2,0,57,64,0,52,0,3,1,5,3732,4,0,3836,102,38,97,13,25,0,3494,0,50,18,161,2
PI1,EmulatorDetection,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,2ad899a874034fecfd0f757a7d70db3e,0,104,0,6,0,84,100,0,50,0,14,0,20,5459,4,0,5583,253,22,90,0,80,0,4309,0,197,0,869,2
Build1,EmulatorDetection,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,82,0,0,0,77,60,0,34,0,5,0,5,4385,5,0,4478,204,32,44,0,0,0,4116,0,72,0,194,2
FragmentLifecycle1,Lifecycle,TRUE,TRUE,4927839d0bfc64be8099aac544fbadfd,c35ed0b7f9c3d443ecacff168d0a98c6,0,9,0,3,0,4,251,0,42,1,1,1,4,7777,4,0,8108,11,78,43,0,7232,0,252,17,17,119,275,1
PlayStore2,EmulatorDetection,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,32,0,0,0,29,190,0,28,0,3,0,3,7513,4,0,7713,55,9,36,0,0,0,6681,0,62,0,767,2
Reflection3,Reflection,TRUE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,61394065e0e2ead6a5687d92ad360828,0,63,0,0,0,62,21,0,50,0,1,0,1,4087,4,0,4166,101,55,55,0,0,0,4048,0,14,0,23,2
Button3,Callbacks,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,23,0,8,0,14,124,0,53,1,0,1,8,7963,5,0,8140,32,51,57,0,7301,0,391,14,0,59,269,1
PI1,EmulatorDetection,TRUE,TRUE,b6e0326d94af6e730acbedd03ff773f7,710aa5265c13ae4bad533ccb30798a01,0,88,0,3,0,85,37,0,90,0,0,0,3,5378,4,0,5466,205,49,90,0,39,0,5231,0,0,0,105,1
VirtualDispatch2,GeneralJava,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,26,1,0,0,25,7241,0,41,0,0,1,0,1554,5,0,8970,44,175,41,7200,0,0,1553,0,0,10,0,1
PI1,EmulatorDetection,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,136,0,6,0,122,27,0,64,0,8,0,14,7700,5,0,7796,323,68,90,0,72,0,7100,0,103,0,421,2
PrivateDataLeak1,AndroidSpecific,TRUE,TRUE,a838a81a7ff63391bcfe03253fc27b8e,e5613aad75bc3bad53f848ba14482c54,0,113,2,1,0,107,643,0,73,2,1,4,2,7062,5,0,7784,178,77,74,24,14,0,6859,33,18,488,169,2
PrivateDataLeak1,AndroidSpecific,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,84,2,20,0,55,465,0,67,2,5,4,25,13712,4,0,14220,131,41,74,25,7489,0,3943,33,89,360,2188,2
PrivateDataLeak2,AndroidSpecific,TRUE,TRUE,a838a81a7ff63391bcfe03253fc27b8e,e5613aad75bc3bad53f848ba14482c54,0,5,0,1,0,3,24,0,11,0,1,0,2,134,3,0,226,8,67,13,0,8,0,76,0,10,0,39,2
DirectLeak1,AndroidSpecific,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,6,0,1,0,4,34,0,12,0,1,0,2,214,3,0,319,11,70,14,0,10,0,81,0,9,0,112,2
BroadcastReceiverLifecycle1,Lifecycle,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,8,0,4,0,4,24,0,16,0,0,0,4,228,3,0,340,11,87,16,0,35,0,79,0,0,0,113,1
UnreachableSink1,UnreachableCode,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,13,0,1,0,10,19,0,18,0,2,0,3,384,3,0,472,19,68,20,0,9,0,199,0,20,0,153,2
Exceptions6,GeneralJava,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,18,0,4,0,12,38,0,21,0,2,0,6,402,3,0,502,24,60,25,0,37,0,212,0,21,0,130,2
StringToCharArray1,GeneralJava,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,15,0,5,0,10,20,0,18,0,0,0,5,436,3,0,538,32,81,18,0,52,0,297,0,0,0,84,1
Loop2,GeneralJava,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,22562e10e3112e5c53f176bb1d80413c,0,16,0,3,0,12,17,0,17,0,1,0,4,445,3,0,597,31,134,19,0,30,0,317,0,10,0,86,2
Clone1,GeneralJava,TRUE,TRUE,c167cc6905f08070a40daaa496572761,95682e3ba9ce7d830b6f14564a4124f8,0,18,0,3,0,14,37,0,16,0,1,0,4,490,3,0,614,37,86,18,0,30,0,365,0,11,0,83,2
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,18,1,2,0,10,115,0,22,2,3,3,5,470,3,0,648,18,61,29,9,20,0,270,23,36,65,143,2
Exceptions2,GeneralJava,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,19,0,5,0,12,25,0,19,0,2,0,7,545,3,0,652,27,81,23,0,50,0,299,0,23,0,171,2
ActivitySavedState1,Lifecycle,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,20,0,6,0,12,16,0,20,0,2,0,8,619,3,0,719,27,84,23,0,63,0,334,0,25,0,194,2
Exceptions6,GeneralJava,TRUE,TRUE,ee31c01ef51444b6c1bd417af9934d84,455b5a41fee3f4d1e256727f07d3f3f7,0,24,0,7,0,16,30,0,23,0,1,0,8,674,3,0,782,32,77,25,0,80,0,409,0,11,0,172,2
PrivateDataLeak2,AndroidSpecific,TRUE,TRUE,5c2abed233d2263f7fde277efb2c6326,c35ed0b7f9c3d443ecacff168d0a98c6,0,5,0,1,0,3,24,0,11,0,1,0,2,167,4,0,211,8,19,13,0,8,0,121,0,11,0,25,2
HashMapAccess1,ArraysAndLists,FALSE,TRUE,c167cc6905f08070a40daaa496572761,b113be2d9166c32182a638bbebda617a,0,12,0,8,0,4,36,0,19,0,0,0,8,741,3,0,890,22,112,19,0,100,0,176,0,0,0,463,1
ArrayAccess5,ArraysAndLists,FALSE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,7baaab9e231dd6adfa7d2d5ed04ed0e8,0,12,0,10,0,2,77,0,17,0,0,0,10,738,3,0,897,22,81,17,0,129,0,84,0,0,0,523,1
ArrayAccess2,ArraysAndLists,FALSE,TRUE,c167cc6905f08070a40daaa496572761,b113be2d9166c32182a638bbebda617a,0,27,0,16,0,11,15,0,26,0,0,0,16,858,3,0,946,54,73,26,0,171,0,301,0,0,0,384,1
Reflection1,Reflection,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,26,2,2,0,14,162,0,28,2,6,4,8,734,3,0,984,29,86,41,17,20,0,418,22,74,83,220,2
